Recency,Frequency,Monetary,R,F,M,RFM_Group,RFM_Score,Segment
174,2,460.59,2,3,2,232,7,At Risk / Hibernating
103,4,775.54,2,4,3,243,9,Potential Loyalist
143,3,1121.59,2,4,4,244,10,Potential Loyalist
99,2,288.42,2,3,2,232,7,At Risk / Hibernating
23,5,914.69,4,4,3,443,11,Loyal Customers
192,1,309.54,1,2,2,122,5,At Risk / Hibernating
5,2,547.07,5,3,3,533,11,Loyal Customers
361,1,479.35,1,2,2,122,5,At Risk / Hibernating
8,10,1692.98,5,5,4,554,14,Champions
14,21,6499.2,5,5,5,555,15,Champions
103,4,417.06,2,4,2,242,8,Potential Loyalist
3,9,1604.75,5,5,4,554,14,Champions
11,11,3349.57,5,5,5,555,15,Champions
96,1,497.61,2,2,3,223,7,At Risk / Hibernating
227,1,358.38,1,2,2,122,5,At Risk / Hibernating
16,2,460.64,4,3,2,432,9,Potential Loyalist
39,2,775.1800000000001,3,3,3,333,9,Potential Loyalist
51,1,341.7,3,2,2,322,7,At Risk / Hibernating
112,1,113.5,2,2,1,221,5,At Risk / Hibernating
157,1,197.22,2,2,1,221,5,At Risk / Hibernating
39,1,325.91,3,2,2,322,7,At Risk / Hibernating
184,3,199.15,1,4,1,141,6,At Risk / Hibernating
1,4,1106.53,5,4,4,544,13,Loyal Customers
228,1,413.46,1,2,2,122,5,At Risk / Hibernating
128,2,180.85,2,3,1,231,6,At Risk / Hibernating
40,2,251.87,3,3,2,332,8,Potential Loyalist
31,11,3170.98,4,5,5,455,14,Champions
197,2,588.85,1,3,3,133,7,At Risk / Hibernating
9,34,16594.35,5,5,5,555,15,Champions
37,6,1869.82,3,5,4,354,12,Loyal Customers
101,3,1264.19,2,4,4,244,10,Potential Loyalist
43,16,10196.57,3,5,5,355,13,Loyal Customers
50,1,214.32,3,2,1,321,6,At Risk / Hibernating
43,1,193.44,3,2,1,321,6,At Risk / Hibernating
53,1,281.42,3,2,2,322,7,At Risk / Hibernating
187,1,124.57,1,2,1,121,4,Lost
334,1,332.41,1,2,2,122,5,At Risk / Hibernating
4,3,342.45,5,4,2,542,11,Loyal Customers
10,2,144.91000000000003,5,3,1,531,9,Potential Loyalist
24,2,328.4,4,3,2,432,9,Potential Loyalist
15,1,35.400000000000006,4,2,1,421,7,At Risk / Hibernating
369,1,375.69000000000005,1,2,2,122,5,At Risk / Hibernating
145,2,747.81,2,3,3,233,8,Potential Loyalist
60,2,173.76,3,3,1,331,7,At Risk / Hibernating
31,2,502.8,4,3,3,433,10,Potential Loyalist
141,3,207.73999999999998,2,4,1,241,7,At Risk / Hibernating
23,4,825.42,4,4,3,443,11,Loyal Customers
22,6,2812.34,4,5,5,455,14,Champions
77,3,680.02,2,4,3,243,9,Potential Loyalist
5,6,7123.62,5,5,5,555,15,Champions
67,5,2095.53,3,4,5,345,12,Loyal Customers
12,6,853.72,5,5,3,553,13,Loyal Customers
84,1,13.3,2,2,1,221,5,At Risk / Hibernating
31,7,1519.08,4,5,4,454,13,Loyal Customers
67,1,432.0,3,2,2,322,7,At Risk / Hibernating
67,3,705.12,3,4,3,343,10,Potential Loyalist
187,2,276.73,1,3,2,132,6,At Risk / Hibernating
38,2,429.84000000000003,3,3,2,332,8,Potential Loyalist
15,3,471.51,4,4,2,442,10,Potential Loyalist
35,1,194.88,3,2,1,321,6,At Risk / Hibernating
195,3,1578.67,1,4,4,144,9,Potential Loyalist
2,5,809.7,5,4,3,543,12,Loyal Customers
1,5,525.54,5,4,3,543,12,Loyal Customers
367,1,145.93,1,2,1,121,4,Lost
65,1,219.14,3,2,1,321,6,At Risk / Hibernating
299,2,289.78,1,3,2,132,6,At Risk / Hibernating
26,3,508.81,4,4,3,443,11,Loyal Customers
8,6,1281.56,5,5,4,554,14,Champions
17,3,882.16,4,4,3,443,11,Loyal Customers
116,1,1706.88,2,2,4,224,8,Potential Loyalist
29,1,373.24,4,2,2,422,8,Potential Loyalist
4,15,3735.4700000000003,5,5,5,555,15,Champions
5,7,3102.43,5,5,5,555,15,Champions
82,4,579.77,2,4,3,243,9,Potential Loyalist
29,5,981.65,4,4,4,444,12,Loyal Customers
72,1,379.14,3,2,2,322,7,At Risk / Hibernating
4,8,1510.06,5,5,4,554,14,Champions
29,11,2575.38,4,5,5,455,14,Champions
290,1,113.44,1,2,1,121,4,Lost
36,1,208.46,3,2,1,321,6,At Risk / Hibernating
9,6,621.6800000000001,5,5,3,553,13,Loyal Customers
24,2,576.26,4,3,3,433,10,Potential Loyalist
277,1,391.52,1,2,2,122,5,At Risk / Hibernating
50,6,1068.82,3,5,4,354,12,Loyal Customers
156,11,2596.45,2,5,5,255,12,Loyal Customers
61,1,169.79,3,2,1,321,6,At Risk / Hibernating
12,19,7247.61,5,5,5,555,15,Champions
21,3,846.75,4,4,3,443,11,Loyal Customers
371,1,230.25,1,2,1,121,4,Lost
116,3,543.05,2,4,3,243,9,Potential Loyalist
80,17,2839.65,2,5,5,255,12,Loyal Customers
4,7,1295.39,5,5,4,554,14,Champions
26,3,380.55,4,4,2,442,10,Potential Loyalist
5,21,4604.22,5,5,5,555,15,Champions
53,1,161.94,3,2,1,321,6,At Risk / Hibernating
1,2,563.23,5,3,3,533,11,Loyal Customers
55,2,950.9300000000001,3,3,4,334,10,Potential Loyalist
26,1,262.68,4,2,2,422,8,Potential Loyalist
9,4,2736.38,5,4,5,545,14,Champions
52,3,3049.88,3,4,5,345,12,Loyal Customers
13,9,1920.59,5,5,4,554,14,Champions
212,3,816.73,1,4,3,143,8,Potential Loyalist
22,19,4345.5,4,5,5,455,14,Champions
236,1,406.48,1,2,2,122,5,At Risk / Hibernating
139,3,435.02,2,4,2,242,8,Potential Loyalist
4,6,1286.27,5,5,4,554,14,Champions
57,3,1178.56,3,4,4,344,11,Loyal Customers
135,3,1277.75,2,4,4,244,10,Potential Loyalist
109,2,167.61,2,3,1,231,6,At Risk / Hibernating
30,1,20.8,4,2,1,421,7,At Risk / Hibernating
1,9,2085.08,5,5,5,555,15,Champions
185,4,518.67,1,4,3,143,8,Potential Loyalist
18,1,308.74,4,2,2,422,8,Potential Loyalist
239,2,416.64,1,3,2,132,6,At Risk / Hibernating
87,1,117.35000000000001,2,2,1,221,5,At Risk / Hibernating
39,3,505.1,3,4,3,343,10,Potential Loyalist
116,1,234.17,2,2,1,221,5,At Risk / Hibernating
187,1,110.55000000000001,1,2,1,121,4,Lost
227,1,192.07,1,2,1,121,4,Lost
8,7,2154.97,5,5,5,555,15,Champions
189,1,319.02,1,2,2,122,5,At Risk / Hibernating
4,2,439.43,5,3,2,532,10,Potential Loyalist
39,3,650.41,3,4,3,343,10,Potential Loyalist
38,1,357.21,3,2,2,322,7,At Risk / Hibernating
267,1,251.51999999999998,1,2,2,122,5,At Risk / Hibernating
78,1,344.33,2,2,2,222,6,At Risk / Hibernating
4,6,1852.0,5,5,4,554,14,Champions
255,2,1078.96,1,3,4,134,8,Potential Loyalist
61,1,384.06,3,2,2,322,7,At Risk / Hibernating
13,7,1931.25,5,5,4,554,14,Champions
88,2,4481.35,2,3,5,235,10,Potential Loyalist
17,10,5464.12,4,5,5,455,14,Champions
30,2,1873.2,4,3,4,434,11,Loyal Customers
3,7,1625.05,5,5,4,554,14,Champions
5,1,126.12,5,2,1,521,8,Potential Loyalist
7,6,1133.25,5,5,4,554,14,Champions
219,1,179.0,1,2,1,121,4,Lost
11,5,1614.31,5,4,4,544,13,Loyal Customers
30,6,1456.96,4,5,4,454,13,Loyal Customers
288,3,702.0,1,4,3,143,8,Potential Loyalist
150,4,295.0,2,4,2,242,8,Potential Loyalist
23,2,484.82,4,3,2,432,9,Potential Loyalist
1,11,3989.57,5,5,5,555,15,Champions
86,3,1493.73,2,4,4,244,10,Potential Loyalist
46,2,1412.94,3,3,4,334,10,Potential Loyalist
5,4,781.78,5,4,3,543,12,Loyal Customers
51,6,889.9300000000001,3,5,3,353,11,Loyal Customers
18,1,195.36,4,2,1,421,7,At Risk / Hibernating
30,1,270.9,4,2,2,422,8,Potential Loyalist
8,3,586.33,5,4,3,543,12,Loyal Customers
29,3,1842.56,4,4,4,444,12,Loyal Customers
3,20,8694.26,5,5,5,555,15,Champions
41,2,920.1,3,3,3,333,9,Potential Loyalist
11,4,1272.61,5,4,4,544,13,Loyal Customers
31,1,71.0,4,2,1,421,7,At Risk / Hibernating
45,3,95.85,3,4,1,341,8,Potential Loyalist
61,3,357.77,3,4,2,342,9,Potential Loyalist
185,2,154.82999999999998,1,3,1,131,5,At Risk / Hibernating
79,6,890.29,2,5,3,253,10,Potential Loyalist
111,2,716.0,2,3,3,233,8,Potential Loyalist
64,1,146.87,3,2,1,321,6,At Risk / Hibernating
12,2,380.35,5,3,2,532,10,Potential Loyalist
86,3,1030.14,2,4,4,244,10,Potential Loyalist
16,3,745.52,4,4,3,443,11,Loyal Customers
246,2,433.53000000000003,1,3,2,132,6,At Risk / Hibernating
88,1,1267.32,2,2,4,224,8,Potential Loyalist
30,1,112.4,4,2,1,421,7,At Risk / Hibernating
138,1,449.73,2,2,2,222,6,At Risk / Hibernating
27,3,1081.57,4,4,4,444,12,Loyal Customers
3,5,1044.3799999999999,5,4,4,544,13,Loyal Customers
32,4,1735.18,4,4,4,444,12,Loyal Customers
25,1,948.48,4,2,4,424,10,Potential Loyalist
113,3,339.44,2,4,2,242,8,Potential Loyalist
157,1,642.02,2,2,3,223,7,At Risk / Hibernating
85,3,1100.9,2,4,4,244,10,Potential Loyalist
118,3,925.35,2,4,3,243,9,Potential Loyalist
3,9,5659.9800000000005,5,5,5,555,15,Champions
96,6,3228.84,2,5,5,255,12,Loyal Customers
194,1,247.14000000000001,1,2,1,121,4,Lost
28,1,413.75,4,2,2,422,8,Potential Loyalist
131,1,498.48,2,2,3,223,7,At Risk / Hibernating
28,5,1356.33,4,4,4,444,12,Loyal Customers
82,3,1179.89,2,4,4,244,10,Potential Loyalist
30,5,3095.04,4,4,5,445,13,Loyal Customers
266,1,234.24,1,2,1,121,4,Lost
74,11,5232.2300000000005,2,5,5,255,12,Loyal Customers
314,4,533.33,1,4,3,143,8,Potential Loyalist
21,7,1461.14,4,5,4,454,13,Loyal Customers
59,3,859.35,3,4,3,343,10,Potential Loyalist
12,21,4545.89,5,5,5,555,15,Champions
28,9,2709.7000000000003,4,5,5,455,14,Champions
114,1,312.14,2,2,2,222,6,At Risk / Hibernating
28,9,2429.03,4,5,5,455,14,Champions
18,4,1444.84,4,4,4,444,12,Loyal Customers
18,4,834.12,4,4,3,443,11,Loyal Customers
36,3,841.0799999999999,3,4,3,343,10,Potential Loyalist
36,2,375.86,3,3,2,332,8,Potential Loyalist
78,1,118.80000000000001,2,2,1,221,5,At Risk / Hibernating
22,2,287.62,4,3,2,432,9,Potential Loyalist
25,2,290.16,4,3,2,432,9,Potential Loyalist
33,2,2003.85,4,3,4,434,11,Loyal Customers
109,3,1405.78,2,4,4,244,10,Potential Loyalist
35,2,2949.75,3,3,5,335,11,Loyal Customers
123,5,1566.65,2,4,4,244,10,Potential Loyalist
7,6,2050.08,5,5,5,555,15,Champions
28,4,1991.01,4,4,4,444,12,Loyal Customers
4,7,2043.95,5,5,5,555,15,Champions
3,9,3827.76,5,5,5,555,15,Champions
50,4,1777.78,3,4,4,344,11,Loyal Customers
322,1,302.0,1,2,2,122,5,At Risk / Hibernating
23,3,1324.16,4,4,4,444,12,Loyal Customers
15,4,1022.13,4,4,4,444,12,Loyal Customers
2,8,954.42,5,5,4,554,14,Champions
18,2,971.74,4,3,4,434,11,Loyal Customers
10,4,1621.73,5,4,4,544,13,Loyal Customers
262,1,25.5,1,2,1,121,4,Lost
159,2,665.78,2,3,3,233,8,Potential Loyalist
33,6,10815.43,4,5,5,455,14,Champions
29,6,885.04,4,5,3,453,12,Loyal Customers
165,1,163.29999999999998,2,2,1,221,5,At Risk / Hibernating
47,1,248.61,3,2,2,322,7,At Risk / Hibernating
6,8,808.62,5,5,3,553,13,Loyal Customers
8,3,837.5,5,4,3,543,12,Loyal Customers
288,1,116.19999999999999,1,2,1,121,4,Lost
318,1,157.02,1,2,1,121,4,Lost
3,2,606.91,5,3,3,533,11,Loyal Customers
233,1,307.46,1,2,2,122,5,At Risk / Hibernating
119,1,138.32,2,2,1,221,5,At Risk / Hibernating
162,1,345.29999999999995,2,2,2,222,6,At Risk / Hibernating
185,1,298.89,1,2,2,122,5,At Risk / Hibernating
50,1,259.35,3,2,2,322,7,At Risk / Hibernating
152,5,1004.75,2,4,4,244,10,Potential Loyalist
335,1,157.09,1,2,1,121,4,Lost
5,5,2463.17,5,4,5,545,14,Champions
16,7,4892.240000000001,4,5,5,455,14,Champions
107,2,425.0,2,3,2,232,7,At Risk / Hibernating
16,7,1139.73,4,5,4,454,13,Loyal Customers
276,1,380.5,1,2,2,122,5,At Risk / Hibernating
16,12,10668.47,4,5,5,455,14,Champions
247,1,465.32,1,2,2,122,5,At Risk / Hibernating
239,1,579.0,1,2,3,123,6,At Risk / Hibernating
1,2,984.57,5,3,4,534,12,Loyal Customers
106,3,749.78,2,4,3,243,9,Potential Loyalist
23,4,1714.59,4,4,4,444,12,Loyal Customers
52,1,124.88,3,2,1,321,6,At Risk / Hibernating
195,3,1689.5,1,4,4,144,9,Potential Loyalist
24,1,213.78,4,2,1,421,7,At Risk / Hibernating
75,1,329.34,2,2,2,222,6,At Risk / Hibernating
18,2,251.70000000000002,4,3,2,432,9,Potential Loyalist
8,2,319.0,5,3,2,532,10,Potential Loyalist
32,3,1266.97,4,4,4,444,12,Loyal Customers
22,3,1538.88,4,4,4,444,12,Loyal Customers
31,6,3518.03,4,5,5,455,14,Champions
29,10,1715.46,4,5,4,454,13,Loyal Customers
22,2,293.1,4,3,2,432,9,Potential Loyalist
33,7,2467.35,4,5,5,455,14,Champions
284,1,158.68,1,2,1,121,4,Lost
39,2,206.34,3,3,1,331,7,At Risk / Hibernating
58,2,835.78,3,3,3,333,9,Potential Loyalist
289,1,224.91,1,2,1,121,4,Lost
79,1,317.76,2,2,2,222,6,At Risk / Hibernating
5,8,3766.6,5,5,5,555,15,Champions
218,1,59.9,1,2,1,121,4,Lost
44,4,1443.69,3,4,4,344,11,Loyal Customers
202,1,306.13,1,2,2,122,5,At Risk / Hibernating
178,3,711.79,2,4,3,243,9,Potential Loyalist
56,4,796.03,3,4,3,343,10,Potential Loyalist
57,2,239.92000000000002,3,3,1,331,7,At Risk / Hibernating
8,6,3347.31,5,5,5,555,15,Champions
47,2,144.0,3,3,1,331,7,At Risk / Hibernating
227,1,203.95,1,2,1,121,4,Lost
11,7,2474.23,5,5,5,555,15,Champions
106,2,384.40000000000003,2,3,2,232,7,At Risk / Hibernating
59,2,444.74,3,3,2,332,8,Potential Loyalist
28,7,2095.13,4,5,5,455,14,Champions
36,7,1699.3000000000002,3,5,4,354,12,Loyal Customers
361,1,226.78,1,2,1,121,4,Lost
30,1,1013.01,4,2,4,424,10,Potential Loyalist
24,3,692.22,4,4,3,443,11,Loyal Customers
54,1,342.63,3,2,2,322,7,At Risk / Hibernating
36,6,3563.85,3,5,5,355,13,Loyal Customers
175,4,1564.56,2,4,4,244,10,Potential Loyalist
54,1,384.08,3,2,2,322,7,At Risk / Hibernating
53,1,204.24,3,2,1,321,6,At Risk / Hibernating
27,8,2317.2200000000003,4,5,5,455,14,Champions
253,1,226.85,1,2,1,121,4,Lost
40,7,2781.23,3,5,5,355,13,Loyal Customers
60,6,1069.1200000000001,3,5,4,354,12,Loyal Customers
234,1,113.5,1,2,1,121,4,Lost
4,10,1960.72,5,5,4,554,14,Champions
32,1,114.23,4,2,1,421,7,At Risk / Hibernating
24,14,3198.25,4,5,5,455,14,Champions
7,2,335.13,5,3,2,532,10,Potential Loyalist
65,1,354.15,3,2,2,322,7,At Risk / Hibernating
310,2,391.79,1,3,2,132,6,At Risk / Hibernating
309,1,393.49,1,2,2,122,5,At Risk / Hibernating
19,6,939.32,4,5,4,454,13,Loyal Customers
16,8,1906.09,4,5,4,454,13,Loyal Customers
96,2,318.76,2,3,2,232,7,At Risk / Hibernating
264,8,3638.41,1,5,5,155,11,Loyal Customers
12,10,3174.32,5,5,5,555,15,Champions
3,2,421.52,5,3,2,532,10,Potential Loyalist
35,1,190.88,3,2,1,321,6,At Risk / Hibernating
183,1,149.89000000000001,1,2,1,121,4,Lost
25,2,550.06,4,3,3,433,10,Potential Loyalist
13,6,916.13,5,5,3,553,13,Loyal Customers
11,2,314.69,5,3,2,532,10,Potential Loyalist
3,17,3744.65,5,5,5,555,15,Champions
313,1,382.5,1,2,2,122,5,At Risk / Hibernating
108,2,1135.04,2,3,4,234,9,Potential Loyalist
1,26,8668.45,5,5,5,555,15,Champions
53,1,954.9,3,2,4,324,9,Potential Loyalist
205,1,171.45,1,2,1,121,4,Lost
15,1,282.19,4,2,2,422,8,Potential Loyalist
120,1,318.65,2,2,2,222,6,At Risk / Hibernating
4,2,384.52,5,3,2,532,10,Potential Loyalist
363,1,283.28000000000003,1,2,2,122,5,At Risk / Hibernating
117,2,353.86,2,3,2,232,7,At Risk / Hibernating
18,1,178.26,4,2,1,421,7,At Risk / Hibernating
5,2,272.44,5,3,2,532,10,Potential Loyalist
41,2,298.41,3,3,2,332,8,Potential Loyalist
107,2,240.0,2,3,1,231,6,At Risk / Hibernating
148,2,603.37,2,3,3,233,8,Potential Loyalist
52,5,1253.3600000000001,3,4,4,344,11,Loyal Customers
208,1,63.440000000000005,1,2,1,121,4,Lost
139,2,562.9,2,3,3,233,8,Potential Loyalist
2,3,310.64,5,4,2,542,11,Loyal Customers
127,2,317.62,2,3,2,232,7,At Risk / Hibernating
108,4,763.64,2,4,3,243,9,Potential Loyalist
42,4,2148.63,3,4,5,345,12,Loyal Customers
35,1,111.97999999999999,3,2,1,321,6,At Risk / Hibernating
228,2,1065.3500000000001,1,3,4,134,8,Potential Loyalist
241,1,246.04,1,2,1,121,4,Lost
58,1,187.82999999999998,3,2,1,321,6,At Risk / Hibernating
130,3,1703.41,2,4,4,244,10,Potential Loyalist
60,6,1652.58,3,5,4,354,12,Loyal Customers
22,1,153.92,4,2,1,421,7,At Risk / Hibernating
26,7,1064.11,4,5,4,454,13,Loyal Customers
9,7,1419.73,5,5,4,554,14,Champions
32,3,944.41,4,4,4,444,12,Loyal Customers
4,2,525.24,5,3,3,533,11,Loyal Customers
308,1,550.8000000000001,1,2,3,123,6,At Risk / Hibernating
8,9,1875.1100000000001,5,5,4,554,14,Champions
29,3,556.95,4,4,3,443,11,Loyal Customers
17,1,131.78,4,2,1,421,7,At Risk / Hibernating
101,2,498.42,2,3,3,233,8,Potential Loyalist
12,4,669.11,5,4,3,543,12,Loyal Customers
21,1,197.63,4,2,1,421,7,At Risk / Hibernating
15,5,1135.63,4,4,4,444,12,Loyal Customers
361,1,250.04,1,2,2,122,5,At Risk / Hibernating
11,19,8631.31,5,5,5,555,15,Champions
95,1,82.75,2,2,1,221,5,At Risk / Hibernating
78,2,1384.85,2,3,4,234,9,Potential Loyalist
139,3,644.3,2,4,3,243,9,Potential Loyalist
31,1,2328.84,4,2,5,425,11,Loyal Customers
25,8,2527.92,4,5,5,455,14,Champions
2,36,6252.18,5,5,5,555,15,Champions
46,3,2600.34,3,4,5,345,12,Loyal Customers
100,3,1200.6200000000001,2,4,4,244,10,Potential Loyalist
8,2,700.86,5,3,3,533,11,Loyal Customers
15,7,917.67,4,5,3,453,12,Loyal Customers
18,4,990.23,4,4,4,444,12,Loyal Customers
280,1,96.8,1,2,1,121,4,Lost
14,2,523.11,5,3,3,533,11,Loyal Customers
23,2,363.9,4,3,2,432,9,Potential Loyalist
124,1,175.2,2,2,1,221,5,At Risk / Hibernating
86,1,494.25,2,2,3,223,7,At Risk / Hibernating
302,2,307.02,1,3,2,132,6,At Risk / Hibernating
151,4,2026.42,2,4,4,244,10,Potential Loyalist
17,8,6635.14,4,5,5,455,14,Champions
94,2,243.36,2,3,1,231,6,At Risk / Hibernating
30,11,12353.29,4,5,5,455,14,Champions
157,3,781.36,2,4,3,243,9,Potential Loyalist
355,1,193.64,1,2,1,121,4,Lost
46,1,160.57,3,2,1,321,6,At Risk / Hibernating
15,4,537.74,4,4,3,443,11,Loyal Customers
4,15,2676.56,5,5,5,555,15,Champions
86,1,228.96,2,2,1,221,5,At Risk / Hibernating
15,5,1159.52,4,4,4,444,12,Loyal Customers
179,1,110.75,2,2,1,221,5,At Risk / Hibernating
8,4,1286.07,5,4,4,544,13,Loyal Customers
36,3,587.15,3,4,3,343,10,Potential Loyalist
129,2,1740.0,2,3,4,234,9,Potential Loyalist
51,1,1393.06,3,2,4,324,9,Potential Loyalist
312,1,178.22,1,2,1,121,4,Lost
24,2,388.14,4,3,2,432,9,Potential Loyalist
303,2,365.85,1,3,2,132,6,At Risk / Hibernating
11,1,127.86,5,2,1,521,8,Potential Loyalist
17,3,585.79,4,4,3,443,11,Loyal Customers
49,3,488.2,3,4,3,343,10,Potential Loyalist
239,2,312.23,1,3,2,132,6,At Risk / Hibernating
1,11,4481.18,5,5,5,555,15,Champions
13,8,4796.52,5,5,5,555,15,Champions
238,1,168.4,1,2,1,121,4,Lost
23,8,1912.67,4,5,4,454,13,Loyal Customers
73,4,446.18,2,4,2,242,8,Potential Loyalist
17,3,423.89,4,4,2,442,10,Potential Loyalist
41,8,1342.68,3,5,4,354,12,Loyal Customers
40,4,646.92,3,4,3,343,10,Potential Loyalist
219,2,495.77,1,3,3,133,7,At Risk / Hibernating
199,3,400.1,1,4,2,142,7,At Risk / Hibernating
71,2,203.2,3,3,1,331,7,At Risk / Hibernating
24,20,4100.92,4,5,5,455,14,Champions
11,1,404.66,5,2,2,522,9,Potential Loyalist
9,29,20275.61,5,5,5,555,15,Champions
65,1,65.4,3,2,1,321,6,At Risk / Hibernating
4,1,199.29,5,2,1,521,8,Potential Loyalist
19,2,336.4,4,3,2,432,9,Potential Loyalist
15,1,261.11,4,2,2,422,8,Potential Loyalist
8,6,2686.42,5,5,5,555,15,Champions
20,2,784.11,4,3,3,433,10,Potential Loyalist
78,4,1259.56,2,4,4,244,10,Potential Loyalist
1,34,31833.68,5,5,5,555,15,Champions
164,2,508.8,2,3,3,233,8,Potential Loyalist
307,2,451.91,1,3,2,132,6,At Risk / Hibernating
219,1,203.86999999999998,1,2,1,121,4,Lost
39,7,7312.8,3,5,5,355,13,Loyal Customers
22,2,696.41,4,3,3,433,10,Potential Loyalist
115,3,653.38,2,4,3,243,9,Potential Loyalist
126,5,2129.96,2,4,5,245,11,Loyal Customers
5,12,2598.85,5,5,5,555,15,Champions
36,1,281.62,3,2,2,322,7,At Risk / Hibernating
4,13,31781.82,5,5,5,555,15,Champions
1,3,1031.41,5,4,4,544,13,Loyal Customers
333,3,2200.42,1,4,5,145,10,Potential Loyalist
163,1,32.65,2,2,1,221,5,At Risk / Hibernating
185,2,771.85,1,3,3,133,7,At Risk / Hibernating
16,5,1214.72,4,4,4,444,12,Loyal Customers
12,3,778.94,5,4,3,543,12,Loyal Customers
3,7,1258.06,5,5,4,554,14,Champions
44,2,778.0,3,3,3,333,9,Potential Loyalist
80,1,507.84,2,2,3,223,7,At Risk / Hibernating
30,7,6893.42,4,5,5,455,14,Champions
42,2,463.46000000000004,3,3,2,332,8,Potential Loyalist
11,12,4226.57,5,5,5,555,15,Champions
50,3,598.83,3,4,3,343,10,Potential Loyalist
16,6,1979.37,4,5,4,454,13,Loyal Customers
46,2,698.41,3,3,3,333,9,Potential Loyalist
19,2,759.17,4,3,3,433,10,Potential Loyalist
8,6,5037.26,5,5,5,555,15,Champions
72,1,100.8,3,2,1,321,6,At Risk / Hibernating
1,28,17256.85,5,5,5,555,15,Champions
128,3,524.9200000000001,2,4,3,243,9,Potential Loyalist
33,2,265.76,4,3,2,432,9,Potential Loyalist
313,1,403.3,1,2,2,122,5,At Risk / Hibernating
18,2,365.76,4,3,2,432,9,Potential Loyalist
88,1,303.15999999999997,2,2,2,222,6,At Risk / Hibernating
2,7,2373.82,5,5,5,555,15,Champions
2,2,216.29999999999998,5,3,1,531,9,Potential Loyalist
254,1,388.45000000000005,1,2,2,122,5,At Risk / Hibernating
157,3,186.42000000000002,2,4,1,241,7,At Risk / Hibernating
37,6,2248.56,3,5,5,355,13,Loyal Customers
220,1,534.24,1,2,3,123,6,At Risk / Hibernating
152,2,2389.1,2,3,5,235,10,Potential Loyalist
177,2,120.9,2,3,1,231,6,At Risk / Hibernating
40,2,541.53,3,3,3,333,9,Potential Loyalist
2,7,2517.86,5,5,5,555,15,Champions
8,46,194550.79,5,5,5,555,15,Champions
1,7,1721.4,5,5,4,554,14,Champions
18,2,486.71999999999997,4,3,3,433,10,Potential Loyalist
192,4,517.53,1,4,3,143,8,Potential Loyalist
204,1,131.7,1,2,1,121,4,Lost
365,1,249.86,1,2,2,122,5,At Risk / Hibernating
127,5,1737.7,2,4,4,244,10,Potential Loyalist
15,1,316.5,4,2,2,422,8,Potential Loyalist
43,2,657.3,3,3,3,333,9,Potential Loyalist
94,6,622.4300000000001,2,5,3,253,10,Potential Loyalist
23,3,757.46,4,4,3,443,11,Loyal Customers
60,2,675.69,3,3,3,333,9,Potential Loyalist
16,5,1896.41,4,4,4,444,12,Loyal Customers
158,1,289.96000000000004,2,2,2,222,6,At Risk / Hibernating
10,2,763.28,5,3,3,533,11,Loyal Customers
10,2,137.0,5,3,1,531,9,Potential Loyalist
16,5,1870.97,4,4,4,444,12,Loyal Customers
45,5,1125.07,3,4,4,344,11,Loyal Customers
191,3,710.29,1,4,3,143,8,Potential Loyalist
79,1,194.37,2,2,1,221,5,At Risk / Hibernating
78,1,511.82,2,2,3,223,7,At Risk / Hibernating
4,4,1255.59,5,4,4,544,13,Loyal Customers
65,3,414.04,3,4,2,342,9,Potential Loyalist
261,1,396.87,1,2,2,122,5,At Risk / Hibernating
59,2,376.64,3,3,2,332,8,Potential Loyalist
1,7,2092.32,5,5,5,555,15,Champions
1,10,3558.87,5,5,5,555,15,Champions
248,1,374.57,1,2,2,122,5,At Risk / Hibernating
8,2,497.56,5,3,3,533,11,Loyal Customers
359,1,271.05,1,2,2,122,5,At Risk / Hibernating
76,1,272.22,2,2,2,222,6,At Risk / Hibernating
290,1,622.88,1,2,3,123,6,At Risk / Hibernating
17,3,1138.0,4,4,4,444,12,Loyal Customers
221,2,288.6,1,3,2,132,6,At Risk / Hibernating
9,4,689.1,5,4,3,543,12,Loyal Customers
3,2,558.96,5,3,3,533,11,Loyal Customers
206,9,2997.0299999999997,1,5,5,155,11,Loyal Customers
162,2,1145.84,2,3,4,234,9,Potential Loyalist
76,1,302.2,2,2,2,222,6,At Risk / Hibernating
262,2,605.58,1,3,3,133,7,At Risk / Hibernating
281,1,387.31,1,2,2,122,5,At Risk / Hibernating
58,8,6115.14,3,5,5,355,13,Loyal Customers
25,1,308.48,4,2,2,422,8,Potential Loyalist
3,31,91062.38,5,5,5,555,15,Champions
29,10,2924.9900000000002,4,5,5,455,14,Champions
72,1,513.2,3,2,3,323,8,Potential Loyalist
128,1,208.65,2,2,1,221,5,At Risk / Hibernating
31,4,639.02,4,4,3,443,11,Loyal Customers
15,5,768.08,4,4,3,443,11,Loyal Customers
309,1,153.94,1,2,1,121,4,Lost
17,6,1844.02,4,5,4,454,13,Loyal Customers
54,1,546.81,3,2,3,323,8,Potential Loyalist
30,3,723.2099999999999,4,4,3,443,11,Loyal Customers
2,5,1066.15,5,4,4,544,13,Loyal Customers
11,4,652.74,5,4,3,543,12,Loyal Customers
361,1,145.0,1,2,1,121,4,Lost
360,1,422.70000000000005,1,2,2,122,5,At Risk / Hibernating
5,4,1195.8999999999999,5,4,4,544,13,Loyal Customers
54,4,939.37,3,4,4,344,11,Loyal Customers
1,8,3628.5,5,5,5,555,15,Champions
